Entity_ID,Entry_Price
http://dati.beniculturali.it/mibact/luoghi/resource/PriceSpecification/102062_Base,Gratuito
http://dati.beniculturali.it/mibact/luoghi/resource/PriceSpecification/101547_Base,"6,00"
http://dati.beniculturali.it/mibact/luoghi/resource/PriceSpecification/102142_Base,Gratuito
http://dati.beniculturali.it/mibact/luoghi/resource/PriceSpecification/20484_Riduzione,"6,00"
http://dati.beniculturali.it/mibact/luoghi/resource/PriceSpecification/103846_Base,Gratuito
http://dati.beniculturali.it/mibact/luoghi/resource/PriceSpecification/100191_Base,Gratuito
http://dati.beniculturali.it/mibact/luoghi/resource/PriceSpecification/105618_Base,"8,00"
http://dati.beniculturali.it/mibact/luoghi/resource/PriceSpecification/105007_Base,"2,00"
http://dati.beniculturali.it/mibact/luoghi/resource/PriceSpecification/101488_Base,"3,00"
http://dati.beniculturali.it/mibact/luoghi/resource/PriceSpecification/100385_Riduzione,"5,00"
http://dati.beniculturali.it/mibact/luoghi/resource/PriceSpecification/102539_Riduzione,"4,00"
http://dati.beniculturali.it/mibact/luoghi/resource/PriceSpecification/101518_Riduzione,"5,00"
http://dati.beniculturali.it/mibact/luoghi/resource/PriceSpecification/104754_Riduzione,"10,00"
http://dati.beniculturali.it/mibact/luoghi/resource/PriceSpecification/103756_Riduzione,"5,00"
http://dati.beniculturali.it/mibact/luoghi/resource/PriceSpecification/111958_Base,10.0
http://dati.beniculturali.it/mibact/luoghi/resource/PriceSpecification/107201_Riduzione,"8,00"
http://dati.beniculturali.it/mibact/luoghi/resource/PriceSpecification/108200_Riduzione,8.0
http://dati.beniculturali.it/mibact/luoghi/resource/PriceSpecification/122745_Base,Gratuito
http://dati.beniculturali.it/mibact/luoghi/resource/PriceSpecification/103800_Base,Gratuito
http://dati.beniculturali.it/mibact/luoghi/resource/PriceSpecification/106256_Riduzione,4.0
http://dati.beniculturali.it/mibact/luoghi/resource/PriceSpecification/20083_Base,Gratuito
http://dati.beniculturali.it/mibact/luoghi/resource/PriceSpecification/100384_Riduzione,"9,00"
http://dati.beniculturali.it/mibact/luoghi/resource/PriceSpecification/104152_Riduzione,"5,00"
http://dati.beniculturali.it/mibact/luoghi/resource/PriceSpecification/102844_Base,"7,00"
http://dati.beniculturali.it/mibact/luoghi/resource/PriceSpecification/101284_Base,Gratuito
http://dati.beniculturali.it/mibact/luoghi/resource/PriceSpecification/103902_Base,Gratuito
http://dati.beniculturali.it/mibact/luoghi/resource/PriceSpecification/104189_Riduzione,"9,50"
http://dati.beniculturali.it/mibact/luoghi/resource/PriceSpecification/126358_Base,Gratuito
http://dati.beniculturali.it/mibact/luoghi/resource/PriceSpecification/101197_Riduzione,"4,00"
http://dati.beniculturali.it/mibact/luoghi/resource/PriceSpecification/102108_Base,"4,00"
http://dati.beniculturali.it/mibact/luoghi/resource/PriceSpecification/7200_Base,Gratuito
http://dati.beniculturali.it/mibact/luoghi/resource/PriceSpecification/105403_Base,Gratuito
http://dati.beniculturali.it/mibact/luoghi/resource/PriceSpecification/103516_Base,"5,00"
http://dati.beniculturali.it/mibact/luoghi/resource/PriceSpecification/108280_Base,Gratuito
http://dati.beniculturali.it/mibact/luoghi/resource/PriceSpecification/102517_Riduzione,"10,00"
http://dati.beniculturali.it/mibact/luoghi/resource/PriceSpecification/100282_Base,Gratuito
http://dati.beniculturali.it/mibact/luoghi/resource/PriceSpecification/101460_Base,Gratuito
http://dati.beniculturali.it/mibact/luoghi/resource/PriceSpecification/20315_Base,"2,00"
http://dati.beniculturali.it/mibact/luoghi/resource/PriceSpecification/103191_Riduzione,"6,00"
http://dati.beniculturali.it/mibact/luoghi/resource/PriceSpecification/101345_Base,Gratuito
http://dati.beniculturali.it/mibact/luoghi/resource/PriceSpecification/104920_Base,Gratuito
http://dati.beniculturali.it/mibact/luoghi/resource/PriceSpecification/103702_Base,"12,00"
http://dati.beniculturali.it/mibact/luoghi/resource/PriceSpecification/20435_Base,"18,00"
http://dati.beniculturali.it/mibact/luoghi/resource/PriceSpecification/101401_Riduzione,"2,00"
http://dati.beniculturali.it/mibact/luoghi/resource/PriceSpecification/106252_Base,7.0
http://dati.beniculturali.it/mibact/luoghi/resource/PriceSpecification/103748_Riduzione,"10,00"
http://dati.beniculturali.it/mibact/luoghi/resource/PriceSpecification/106068_Base,"3,00"
